ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,novelty
2125,1959,1,0,0,15-11-2013,82,1,1,1,1,1,1,1,3,4,8,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,Good
8180,1952,1,1,1,15-11-2013,53,1,1,1,1,1,1,3,6,1,5,6,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,Good
2569,1987,1,0,0,10-10-2012,38,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
2114,1946,1,0,0,24-11-2012,23,1,1,1,1,1,1,1,7,6,12,3,0,0,1,1,0,0,3,11,1,False,False,False,False,True,False,False,False,False,True,False,False,False,Novelty
9736,1980,1,1,1,24-12-2012,51,1,1,1,1,1,1,3,3,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
4939,1946,1,0,0,31-08-2012,20,1,1,1,1,1,1,2,4,1,6,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
6565,1949,1,0,1,28-03-2013,91,1,1,1,0,1,1,2,11,4,9,5,0,0,0,1,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
2278,1985,1,1,0,03-11-2012,86,1,1,1,1,1,1,2,2,1,3,6,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,True,False,False,False,Good
9360,1982,1,0,0,08-08-2012,41,1,1,1,1,1,1,1,4,2,5,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
5376,1979,1,1,0,06-01-2013,42,1,1,1,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Novelty
1993,1949,1,0,1,23-12-2012,63,1,0,1,0,0,1,3,2,3,9,8,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Novelty
4047,1954,1,0,1,11-01-2014,0,1,0,1,1,1,1,3,6,2,9,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
1409,1951,1,0,1,18-03-2013,69,1,1,1,1,1,1,7,7,1,5,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
7892,1969,1,0,0,02-01-2013,89,1,1,1,1,1,1,2,2,1,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
2404,1976,1,1,1,27-05-2013,4,1,1,1,1,1,1,4,5,1,4,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
5255,1986,1,1,0,20-02-2013,19,1,1,1,1,1,1,0,27,0,0,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
9422,1989,1,1,0,31-05-2013,26,1,1,1,1,1,1,2,2,1,4,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
1966,1965,1,0,0,22-11-2013,96,1,1,1,1,1,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Novelty
6864,1989,1,0,0,22-05-2014,34,1,1,1,1,1,1,2,3,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,Good
3033,1963,1,0,0,11-05-2013,56,1,1,1,1,1,1,1,2,5,3,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,Good
5710,1970,1,0,1,10-10-2012,31,1,0,1,1,0,1,2,2,1,4,5,0,1,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
7373,1952,1,0,2,29-10-2012,8,1,1,1,1,1,1,6,4,1,6,6,0,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,Good
8755,1946,1,0,0,20-02-2013,4,1,1,1,1,1,1,1,3,5,9,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
10738,1951,1,1,1,29-08-2013,55,1,0,1,1,1,1,1,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,Good
4339,1970,1,0,1,31-12-2013,37,1,1,1,0,1,1,5,5,6,12,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
10755,1976,1,1,0,02-09-2013,76,1,1,1,1,1,1,3,3,1,2,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Good
8595,1973,1,0,1,11-02-2014,99,1,0,1,1,0,1,2,1,1,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,Good
2968,1943,1,0,0,01-02-2013,53,1,1,1,1,1,1,2,7,10,5,6,1,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,Good
8601,1980,1,0,1,29-04-2013,3,1,1,1,1,1,1,2,8,6,5,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
503,1985,1,1,0,12-03-2013,88,1,1,1,1,0,1,2,2,0,3,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
8430,1957,1,0,1,24-12-2012,4,1,0,1,1,1,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
7281,1959,1,0,0,05-11-2013,80,1,1,1,1,1,1,1,1,3,4,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,Good
2139,1975,1,1,0,02-10-2013,19,1,1,1,1,1,1,3,2,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
1371,1976,1,0,0,28-06-2014,72,1,1,1,1,1,1,1,2,4,9,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
9909,1996,1,0,0,09-11-2012,24,1,1,1,1,1,1,3,3,1,3,9,0,0,0,0,0,0,3,11,1,True,False,False,False,False,False,False,False,True,False,False,False,False,Good
7286,1968,1,1,0,24-05-2013,92,1,1,1,1,1,1,1,2,0,2,10,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
7244,1951,1,2,1,01-01-2014,96,1,1,1,1,1,1,3,2,1,4,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
6566,1954,1,1,1,08-11-2012,39,1,1,1,1,1,1,9,5,2,12,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
8614,1957,1,0,1,12-05-2014,29,1,1,1,1,1,1,1,4,2,10,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,Good
4114,1964,1,0,0,11-08-2012,2,1,1,1,1,1,1,1,6,9,13,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
1331,1977,1,1,0,02-01-2013,54,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
2225,1977,1,0,0,07-06-2014,54,1,1,1,1,1,1,1,4,9,7,1,1,0,0,1,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,Novelty
9381,1978,1,1,1,12-06-2013,57,1,1,1,1,1,1,7,4,2,10,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
6260,1955,1,0,0,19-11-2012,55,1,1,1,1,1,1,1,3,10,13,1,0,0,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,False,True,False,False,Good
10383,1966,1,0,0,02-04-2013,30,1,1,1,1,1,1,1,5,5,10,3,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,Good
7437,1988,1,1,0,28-04-2014,31,1,0,1,1,1,1,1,1,0,4,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
8557,1982,1,1,0,17-06-2013,57,1,1,1,1,1,1,2,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
8375,1968,1,0,1,03-03-2014,63,1,0,1,0,0,1,3,8,2,6,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
6853,1982,1,0,0,04-07-2013,12,1,1,1,1,1,1,1,3,6,11,1,0,1,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,Novelty
3076,1975,1,1,1,07-09-2012,18,1,1,1,1,1,1,4,4,2,12,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
1012,1952,1,0,1,18-02-2013,26,1,1,1,1,1,1,4,8,2,10,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
6518,1951,1,0,1,11-06-2013,8,1,0,1,0,1,1,1,7,3,8,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,False,True,False,Good
4137,1948,1,0,0,06-12-2013,29,1,1,1,1,1,1,1,7,4,4,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
8082,1971,1,1,0,21-05-2013,75,1,1,1,1,1,1,1,1,1,2,7,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
1386,1967,1,1,1,11-05-2014,0,1,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Novelty
9369,1979,1,0,1,19-03-2014,19,1,1,1,1,1,1,1,11,10,10,5,1,0,0,1,0,0,3,11,1,True,False,False,False,False,False,False,False,False,True,False,False,False,Novelty
4477,1958,1,0,1,27-09-2013,4,1,1,1,1,1,1,1,5,2,10,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
1357,1970,1,1,2,08-04-2013,90,1,1,1,1,1,1,7,2,5,5,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
1402,1954,1,0,0,11-09-2012,1,1,1,1,1,1,1,3,4,8,6,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
10629,1973,1,1,0,14-09-2012,25,1,1,1,1,1,1,3,3,0,3,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Good
6312,1959,1,0,1,17-03-2013,29,1,1,1,1,1,1,4,10,3,13,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
8132,1975,1,1,1,05-04-2013,88,1,1,1,0,1,1,5,9,2,8,7,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
1050,1952,1,0,0,30-04-2014,58,1,1,1,1,1,1,1,2,1,4,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
5846,1977,1,1,0,19-12-2012,68,1,1,1,1,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,Good
1859,1972,1,0,0,27-08-2012,34,1,1,1,1,1,1,1,7,6,5,5,0,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
7503,1976,1,0,0,12-10-2012,40,1,1,1,1,1,1,0,5,8,9,4,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
10401,1976,1,0,0,04-09-2013,12,1,0,1,0,1,1,1,0,0,3,3,0,0,0,0,0,1,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,Novelty
1618,1965,1,0,0,02-01-2013,9,1,0,1,0,0,1,2,10,1,8,8,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,False,True,False,False,Novelty
3332,1985,1,1,0,29-08-2012,87,1,1,1,1,1,1,4,3,1,4,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
2261,1969,1,1,0,23-06-2013,5,1,1,1,1,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
5346,1973,1,1,0,03-07-2013,87,1,1,1,1,0,1,3,3,0,3,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Good
4119,1963,1,0,0,11-05-2013,56,1,1,1,1,1,1,1,2,5,3,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,Good
535,1987,1,0,0,25-02-2014,18,1,1,1,1,1,1,1,3,10,13,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,Good
5268,1960,1,1,1,11-08-2013,95,1,1,1,1,1,1,2,1,0,4,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
273,1970,1,1,1,16-07-2013,48,1,0,1,0,0,1,5,3,1,4,7,0,1,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Novelty
4452,1957,1,0,1,28-05-2014,3,1,1,1,0,1,1,4,6,1,6,7,0,1,0,1,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,Novelty
8504,1973,1,0,0,12-05-2014,70,1,1,1,1,1,1,1,5,6,7,2,0,0,1,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
771,1967,1,0,1,21-01-2014,79,1,1,1,1,0,1,1,2,2,5,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
8996,1957,1,2,1,19-11-2012,4,1,1,1,1,1,1,12,7,2,8,9,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
9235,1957,1,1,1,27-05-2014,45,1,0,1,1,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
5798,1973,1,0,0,23-11-2013,87,1,1,1,1,1,1,1,2,4,8,1,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,Good
11178,1972,1,1,0,23-03-2014,69,1,1,1,0,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,Good
2230,1970,1,1,0,24-05-2014,84,1,1,1,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Novelty
7516,1983,1,1,0,22-05-2014,30,1,1,1,1,1,1,1,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
7247,1960,1,0,1,22-11-2012,72,1,0,1,0,0,1,5,7,4,6,6,0,1,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,Novelty
11100,1972,1,1,1,11-04-2013,37,1,1,1,0,1,1,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,Good
4646,1951,1,0,0,01-12-2013,44,1,1,1,1,0,1,1,5,7,12,2,0,0,0,1,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Good
3037,1983,1,0,0,20-06-2013,32,1,1,1,1,1,1,2,5,2,7,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
1473,1960,1,0,1,23-07-2013,0,1,1,1,1,1,1,2,2,0,3,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,True,False,False,False,Good
1016,1959,1,0,1,30-03-2014,43,1,1,1,1,0,1,2,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,Good
4518,1979,1,0,1,20-04-2013,59,1,1,1,1,1,1,2,9,5,11,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
9370,1945,1,0,0,17-05-2013,68,1,1,1,1,1,1,1,6,3,6,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
8908,1959,1,0,0,08-05-2014,35,1,1,1,1,1,1,1,3,11,5,1,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
8373,1979,1,1,0,10-12-2013,94,1,1,1,1,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,False,True,False,False,False,False,False,False,False,False,True,False,False,Good
7533,1964,1,1,1,24-09-2013,15,1,1,1,1,1,1,4,4,1,4,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
2683,1969,1,0,2,02-02-2013,56,1,1,1,1,1,1,4,6,4,12,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
3629,1978,1,1,0,19-12-2012,17,1,1,1,1,1,1,2,3,1,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
10991,1960,1,0,0,07-12-2012,18,1,1,1,1,1,1,1,5,4,4,2,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
5077,1979,1,0,1,02-11-2013,46,1,1,1,1,1,1,1,6,6,11,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
7431,1991,1,0,0,10-11-2012,40,1,1,1,1,1,1,1,7,4,5,9,0,1,0,0,0,0,3,11,1,False,False,False,False,True,False,False,False,False,True,False,False,False,Good
3267,1963,1,0,1,25-06-2014,27,1,0,1,0,0,1,3,8,1,8,6,0,1,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,Novelty
999,1991,1,0,0,02-01-2013,95,1,1,1,1,1,1,1,6,7,11,3,0,1,1,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,Novelty
9215,1980,1,1,0,12-12-2012,19,1,0,1,0,0,1,5,6,4,6,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
2286,1962,1,1,1,10-09-2013,27,1,1,1,0,1,1,2,2,1,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
1592,1970,1,0,0,24-01-2014,25,1,1,1,1,1,1,0,4,6,5,1,0,0,1,1,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
367,1978,1,1,0,19-02-2013,74,1,1,1,1,1,1,5,9,1,5,9,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Good
5234,1967,1,1,1,11-07-2013,85,1,1,1,0,1,1,2,1,1,3,5,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,Good
9862,1969,1,1,0,14-11-2013,37,1,1,1,1,1,1,2,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
9805,1953,1,0,1,20-06-2013,65,1,1,1,1,1,1,4,6,2,10,4,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,Good
6205,1967,1,1,0,24-02-2014,13,1,1,1,0,1,1,3,2,1,3,5,0,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,Good
8442,1985,1,2,0,04-09-2013,63,1,0,1,1,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
7386,1976,1,1,0,22-04-2013,83,1,0,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,Good
7215,1983,1,0,0,12-03-2013,69,1,1,1,1,1,1,0,6,8,13,2,0,1,1,1,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,Novelty
1491,1965,1,0,0,18-02-2013,87,1,1,1,1,1,1,2,3,4,7,1,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,Good
11071,1984,1,0,0,21-04-2013,37,1,1,1,1,0,1,1,3,6,6,1,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,Good
3381,1953,1,1,1,08-06-2014,51,1,0,1,0,0,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Good
8268,1961,1,0,1,11-07-2013,23,1,0,1,1,0,1,3,6,1,7,6,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
11051,1956,1,1,1,10-05-2014,72,1,1,1,1,1,1,4,6,3,10,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,Good
8026,1952,1,0,1,30-09-2013,10,1,1,1,1,1,1,5,5,4,5,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
433,1958,1,1,1,10-03-2013,42,1,1,1,0,1,1,5,11,1,6,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,True,False,False,False,False,False,False,Good
9597,1969,1,0,0,10-02-2014,10,1,1,1,1,1,1,1,7,2,9,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
1295,1963,1,0,1,11-08-2013,96,1,1,1,1,1,1,1,6,5,7,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
5290,1964,1,1,1,14-08-2013,51,1,0,1,1,0,1,5,5,1,5,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
1685,1967,1,0,0,17-03-2013,21,1,1,1,1,1,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,Good
5342,1976,1,1,0,08-08-2012,31,0,1,1,1,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,False,True,False,False,False,False,False,True,False,False,False,False,False,Good
9579,1959,1,2,1,07-07-2013,61,1,1,1,1,0,1,3,2,2,2,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Good
7660,1973,1,1,1,19-05-2014,37,1,0,1,1,1,1,2,1,1,2,5,1,0,0,0,0,0,3,11,1,False,False,False,False,True,False,True,False,False,False,False,False,False,Novelty
1461,1965,1,1,1,28-07-2013,74,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,True,False,False,False,False,False,Good
821,1992,1,0,0,19-10-2012,46,1,1,1,1,1,1,1,5,4,12,2,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,Good
11084,1976,1,0,1,14-11-2013,4,1,0,1,1,1,1,2,3,5,7,7,0,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,False,True,False,False,Good
8690,1962,1,0,0,19-04-2013,73,1,1,1,1,1,1,1,5,7,10,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
2937,1974,1,0,1,28-08-2013,47,1,1,1,1,1,1,3,8,5,9,6,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,Good
9701,1988,1,1,0,19-03-2013,13,1,1,1,1,1,1,3,4,2,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Good
9949,1976,1,0,2,18-10-2012,36,1,1,1,1,1,1,3,3,3,6,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
10837,1975,1,1,0,28-10-2012,47,1,1,1,1,1,1,1,2,0,3,6,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,Good
